gen,pop20,pop50,pop100,pop1000
499,3004.398726,3025.022541,3032.661427,3046.128592
500,3004.588073,3025.022541,3032.661427,3046.128592
501,3004.590392,3025.022541,3032.661427,3046.128592
502,3004.608023,3025.022541,3032.661427,3046.128592
503,3004.663113,3025.022541,3032.661427,3046.128592
504,3004.869177,3025.022541,3032.661427,3046.128592
505,3004.958031,3025.022541,3032.661427,3046.128592
506,3005.296903,3025.022541,3032.661427,3046.128592
507,3005.335753,3025.022541,3032.661427,3046.128592
508,3005.357839,3025.022541,3032.661427,3046.128592
509,3005.533864,3025.022541,3032.661427,3046.128592
510,3005.682635,3025.022541,3032.661427,3046.128592
511,3006.057681,3025.022541,3032.661427,3046.128592
512,3006.127981,3025.022541,3032.668903,3046.128592
513,3006.362003,3025.022541,3032.711993,3046.128592
514,3006.371428,3025.022541,3032.711993,3046.128592
515,3006.4649,3025.022541,3032.711993,3046.128592
516,3006.4726,3025.022541,3032.711993,3046.128592
517,3006.516423,3025.022541,3032.711993,3046.128592
518,3006.562816,3025.022541,3032.711993,3046.128592
519,3006.563007,3025.022541,3032.711993,3046.128592
520,3006.6352,3025.022541,3032.711993,3046.128592
521,3006.979082,3025.022541,3032.711993,3046.135562
522,3007.013878,3025.022541,3032.711993,3046.135562
523,3007.013878,3025.022541,3032.711993,3046.135562
524,3007.023571,3025.022541,3032.711993,3046.135562
525,3007.040162,3025.022541,3032.711993,3046.135562
526,3007.043125,3025.022541,3032.711993,3046.135562
527,3007.097447,3025.022541,3032.711993,3046.135562
528,3007.158185,3025.022541,3032.711993,3046.135562
529,3007.336289,3025.022541,3032.711993,3046.135562
530,3007.336289,3025.022541,3032.711993,3046.142444
531,3007.355403,3025.022541,3032.711993,3046.142444
532,3007.738566,3025.022541,3032.711993,3046.142444
533,3007.793999,3025.022541,3032.711993,3046.142444
534,3007.800219,3025.022541,3032.711993,3046.142444
535,3007.801658,3025.022541,3032.711993,3046.142444
536,3007.813598,3025.022541,3032.711993,3046.142444
537,3007.814113,3025.022541,3032.711993,3046.142444
538,3007.824823,3025.022541,3032.711993,3046.142444
539,3007.831166,3025.022541,3032.711993,3046.142444
540,3007.861536,3025.022541,3032.711993,3046.142444
541,3007.890541,3025.022541,3032.711993,3046.142444
542,3008.05188,3025.022541,3032.711993,3046.142444
543,3008.056655,3025.022541,3032.711993,3046.142444
544,3008.056738,3025.022541,3032.711993,3046.142444
545,3008.075536,3025.022541,3032.717724,3046.142444
546,3008.132118,3025.074199,3032.717724,3046.142444
547,3008.302081,3025.074199,3032.717724,3046.142444
548,3008.308073,3025.074199,3032.717724,3046.142444
549,3008.321671,3025.074199,3032.717724,3046.142444
550,3008.372796,3025.074199,3032.741561,3046.142444
551,3008.384195,3025.074199,3032.741561,3046.142444
552,3008.393703,3025.074199,3032.741561,3046.142444
553,3008.494361,3025.074199,3032.741561,3046.142444
554,3008.560348,3025.074199,3032.741561,3046.142444
555,3008.569018,3025.074199,3032.741561,3046.142444
556,3008.60592,3025.074199,3032.741561,3046.142444
557,3008.609275,3025.074199,3032.741561,3046.142444
558,3008.617774,3025.074199,3032.741561,3046.142444
559,3008.62984,3025.074199,3032.741561,3046.142444
560,3008.67344,3025.074199,3032.741561,3046.142444
561,3008.87203,3025.074199,3032.741561,3046.142444
562,3008.881313,3025.074199,3032.741561,3046.142444
563,3009.012581,3025.074199,3032.741561,3046.142444
564,3009.330577,3025.074199,3032.752196,3046.142444
565,3009.351287,3025.088936,3032.752196,3046.142444
566,3009.354625,3025.088936,3032.752196,3046.142444
567,3009.43657,3025.088936,3032.752196,3046.142444
568,3009.48401,3025.088936,3032.752196,3046.142444
569,3009.59642,3025.088936,3032.752196,3046.142444
570,3009.600659,3025.088936,3032.752196,3046.142444
571,3009.63425,3025.088936,3032.752196,3046.142444
572,3009.772284,3025.088936,3032.752196,3046.142444
573,3009.821567,3025.088936,3032.752196,3046.142444
574,3009.879558,3025.088936,3032.752196,3046.142444
575,3009.901338,3025.088936,3032.752196,3046.142444
576,3009.90457,3025.088936,3032.752196,3046.142444
577,3010.040823,3025.088936,3032.752196,3046.142444
578,3010.049663,3025.088936,3032.752196,3046.142444
579,3010.243471,3025.088936,3032.752196,3046.142444
580,3010.256347,3025.088936,3032.752196,3046.142444
581,3010.28514,3025.088936,3032.752196,3046.142444
582,3010.443694,3025.088936,3032.752196,3046.142444
583,3010.537902,3025.088936,3032.752196,3046.142444
584,3010.561251,3025.088936,3032.752196,3046.142444
585,3010.584777,3025.088936,3032.752196,3046.142444
586,3010.589246,3025.088936,3032.752196,3046.142444
587,3010.67227,3025.088936,3032.752196,3046.142444
588,3010.67227,3025.088936,3032.752196,3046.142444
589,3010.856872,3025.088936,3032.752196,3046.142444
590,3010.856872,3025.088936,3032.752196,3046.142444
591,3010.908243,3025.088936,3032.752196,3046.142444
592,3010.947089,3025.088936,3032.752196,3046.142444
593,3010.959651,3025.088936,3032.752196,3046.142444
594,3010.964967,3025.088936,3032.752196,3046.142444
595,3010.964967,3025.088936,3032.752196,3046.142444
596,3010.968987,3025.088936,3032.752196,3046.142444
597,3010.982829,3025.088936,3032.752196,3046.142444
598,3011.004799,3025.088936,3032.752196,3046.142444
599,3011.017976,3025.088936,3032.752196,3046.142444
600,3011.01987,3025.088936,3032.752196,3046.142444
601,3011.174965,3025.088936,3032.752196,3046.142444
602,3011.177045,3025.088936,3032.752196,3046.142444
603,3011.195215,3025.088936,3032.752196,3046.142444
604,3011.430927,3025.088936,3032.752196,3046.142444
605,3011.431723,3025.088936,3032.752196,3046.142444
606,3011.653854,3025.846436,3032.752196,3046.142444
607,3011.657139,3025.846436,3032.752196,3046.142444
608,3011.689067,3025.846436,3032.752196,3046.142444
609,3011.701455,3026.158328,3032.752196,3046.142444
610,3011.706354,3026.158328,3032.752196,3046.142444
611,3011.83638,3026.158328,3032.752196,3046.142444
612,3011.884356,3026.158328,3032.752196,3046.142444
613,3012.108129,3026.158328,3032.752196,3046.142444
614,3012.112519,3026.158328,3032.752196,3046.142444
615,3012.124624,3026.158328,3032.752196,3046.142444
616,3012.139442,3026.158328,3032.752196,3046.142444
617,3012.146421,3026.158328,3032.752196,3046.142444
618,3012.268502,3026.158328,3032.752196,3046.142444
619,3012.275033,3026.158328,3032.752196,3046.142444
620,3012.334564,3026.158328,3032.752196,3046.142444
621,3012.343127,3026.158328,3032.752196,3046.142444
622,3012.344558,3026.241019,3032.752196,3046.142444
623,3012.35984,3026.241019,3032.752196,3046.142444
624,3012.36929,3026.29145,3032.752196,3046.153831
625,3012.51583,3026.29145,3032.752196,3046.153831
626,3012.540831,3026.29145,3032.752196,3046.153831
627,3012.552506,3026.29145,3032.752196,3046.153831
628,3012.552708,3026.29145,3032.752196,3046.153831
629,3012.554115,3026.29145,3032.752196,3046.153831
630,3012.554115,3026.314296,3032.752196,3046.153831
631,3012.691179,3026.314296,3032.752196,3046.153831
632,3012.715972,3026.314296,3032.752196,3046.153831
633,3012.720022,3026.314296,3032.752196,3046.153831
634,3012.749062,3026.314296,3032.752196,3046.153831
635,3012.749062,3026.314296,3032.752196,3046.153831
636,3012.749062,3026.314296,3032.752196,3046.153831
637,3012.761916,3026.314296,3032.752196,3046.153831
638,3012.800408,3026.314296,3032.752196,3046.161422
639,3012.820238,3026.314296,3032.752196,3046.161422
640,3012.823197,3026.314296,3032.752196,3046.161422
641,3012.846026,3026.34316,3032.752196,3046.161422
642,3012.861396,3026.34316,3032.752196,3046.161422
643,3012.865699,3026.34316,3032.752196,3046.161422
644,3012.900552,3026.34316,3032.752196,3046.161422
645,3012.99748,3026.34316,3032.752196,3046.161422
646,3013.039402,3026.395162,3032.752196,3046.161422
647,3013.039408,3026.395162,3032.752196,3046.161422
648,3013.113982,3026.395162,3032.752196,3046.161422
649,3013.118728,3026.942909,3032.752196,3046.161422
650,3013.128233,3026.942909,3032.752196,3046.161422
651,3013.131721,3026.942909,3032.752196,3046.161422
652,3013.141378,3026.942909,3032.752196,3046.161422
653,3013.200643,3026.942909,3032.752196,3046.161422
654,3013.260754,3026.942909,3032.752196,3046.161422
655,3013.309381,3026.942909,3032.752196,3046.161422
656,3013.362174,3026.942909,3032.752196,3046.161422
657,3013.385727,3026.942909,3032.752196,3046.161422
658,3013.389983,3026.942909,3032.752196,3046.161422
659,3013.394292,3026.942909,3032.752196,3046.161422
660,3013.411809,3026.942909,3032.752196,3046.161422
661,3013.41543,3026.942909,3032.752196,3046.161422
662,3013.424967,3026.942909,3032.752196,3046.161422
663,3013.435529,3026.942909,3032.752196,3046.161422
664,3013.450912,3026.942909,3032.752196,3046.161422
665,3013.453354,3026.942909,3032.752196,3046.161422
666,3013.47425,3026.942909,3032.752196,3046.161422
667,3013.485796,3026.942909,3032.752196,3046.161422
668,3013.604595,3026.942909,3032.752196,3046.161422
669,3013.607256,3026.942909,3032.752196,3046.161422
670,3013.714851,3026.942909,3032.752196,3046.161422
671,3013.718973,3026.942909,3032.752196,3046.161422
672,3013.727083,3026.942909,3032.752196,3046.167067
673,3013.731103,3026.942909,3032.752196,3046.167067
674,3013.957724,3026.942909,3032.752196,3046.167067
675,3013.973577,3026.942909,3032.752196,3046.167067
676,3013.997967,3026.942909,3032.752196,3046.167067
677,3014.000755,3026.942909,3032.752196,3046.167067
678,3014.053417,3026.942909,3032.752196,3046.167067
679,3014.053417,3026.942909,3032.752196,3046.167067
680,3014.059807,3026.942909,3032.752196,3046.167067
681,3014.060756,3026.942909,3032.752196,3046.167067
682,3014.066111,3026.942909,3032.752196,3046.167067
683,3014.070504,3026.942909,3032.752196,3046.167067
684,3014.075056,3026.942909,3032.752196,3046.167067
685,3014.150824,3026.942909,3032.752196,3046.167067
686,3014.253015,3026.942909,3032.752196,3046.167067
687,3014.27384,3026.942909,3032.752196,3046.167067
688,3014.324799,3026.942909,3032.752196,3046.167067
689,3014.328997,3026.942909,3032.752196,3046.167067
690,3014.332944,3026.942909,3032.752196,3046.167067
691,3014.332944,3026.942909,3032.752196,3046.167067
692,3014.342046,3026.942909,3032.752196,3046.167067
693,3014.342344,3026.942909,3032.752196,3046.167067
694,3014.345176,3026.942909,3032.752196,3046.167067
695,3014.374079,3026.942909,3032.752196,3046.167067
696,3014.443766,3026.942909,3032.752196,3046.167067
697,3014.44915,3026.942909,3032.752196,3046.167067
698,3014.484756,3026.942909,3032.752196,3046.167067
699,3014.48948,3026.942909,3032.752196,3046.167067
700,3014.493909,3026.942909,3032.752196,3046.167067
701,3014.493909,3026.942909,3032.752196,3046.167067
702,3014.494357,3026.942909,3032.752196,3046.169749
703,3014.495485,3026.942909,3032.752196,3046.169749
704,3014.551306,3026.942909,3032.752196,3046.169749
705,3014.5563,3026.942909,3032.752196,3046.169749
706,3014.587504,3026.942909,3032.752196,3046.169749
707,3014.593611,3026.942909,3032.752196,3046.169749
708,3014.717684,3026.942909,3032.752196,3046.169749
709,3014.813678,3026.987454,3032.752196,3046.169749
710,3014.813678,3026.987454,3032.752196,3046.169749
711,3014.823201,3026.987454,3032.752196,3046.169749
712,3014.893685,3026.987454,3032.752196,3046.169749
713,3015.088825,3026.987454,3032.752196,3046.169749
714,3015.090834,3026.987454,3032.752196,3046.169749
715,3015.189781,3026.987454,3032.752196,3046.169749
716,3015.192714,3026.987454,3032.752196,3046.169749
717,3015.204874,3026.987454,3032.752196,3046.169749
718,3015.294526,3026.987454,3032.752196,3046.169749
719,3015.319546,3026.987454,3032.752196,3046.169749
720,3015.319546,3026.987454,3032.752196,3046.169749
721,3015.319546,3026.987454,3032.752196,3046.169749
722,3015.411425,3026.987454,3032.752196,3046.169749
723,3015.417524,3026.987454,3032.752196,3046.169749
724,3015.649174,3026.987454,3032.752196,3046.169749
725,3015.652396,3026.987454,3032.752196,3046.169749
726,3015.652979,3026.987454,3032.752196,3046.169749
727,3015.656999,3026.987454,3032.752196,3046.169749
728,3015.656999,3026.987454,3032.752196,3046.169749
729,3015.658278,3026.987454,3032.752196,3046.169749
730,3015.658278,3026.987454,3032.752196,3046.169749
731,3015.658278,3026.987454,3032.752196,3046.169749
732,3015.740292,3026.987454,3032.752196,3046.169749
733,3015.740292,3026.987454,3032.752196,3046.169749
734,3015.783972,3026.987454,3032.752196,3046.169749
735,3015.844372,3026.987454,3032.752196,3046.169749
736,3015.846938,3026.987454,3032.752196,3046.169749
737,3015.846938,3026.987454,3032.752196,3046.169749
738,3015.850002,3026.987454,3032.752196,3046.169749
739,3015.854855,3026.987454,3032.752196,3046.169749
740,3015.857101,3026.987454,3032.752196,3046.17737
741,3015.861024,3026.987454,3032.752196,3046.17737
742,3015.861024,3026.987454,3032.752196,3046.17737
743,3015.861024,3026.987454,3032.752196,3046.17737
744,3015.865638,3026.987454,3032.752196,3046.17737
745,3015.865695,3026.987454,3032.752196,3046.17737
746,3015.868727,3026.987454,3032.752196,3046.17737
747,3015.878962,3026.987454,3032.752196,3046.17737
748,3015.878962,3026.987454,3032.752196,3046.17737
749,3015.878962,3026.987454,3032.752196,3046.17737
750,3015.940843,3026.987454,3032.752196,3046.17737
751,3015.943156,3026.987454,3032.752196,3046.192814
752,3015.943156,3026.987454,3032.752196,3046.192814
753,3015.943156,3026.987454,3032.752196,3046.192814
754,3015.966545,3026.987454,3032.752196,3046.192814
755,3016.076217,3026.987454,3032.752196,3046.192814
756,3016.140136,3026.987454,3032.752196,3046.192814
757,3016.262418,3026.987454,3032.752196,3046.192814
758,3016.512643,3026.987454,3032.752196,3046.192814
759,3016.526891,3026.987454,3032.752196,3046.192814
760,3016.538301,3026.987454,3032.75361,3046.192814
761,3016.538301,3026.987454,3032.75361,3046.192814
762,3016.560687,3026.987454,3032.75361,3046.192814
763,3016.599133,3026.987454,3032.75361,3046.192814
764,3016.60994,3026.987454,3032.75361,3046.192814
765,3016.613961,3026.987454,3032.75361,3046.192814
766,3016.616002,3026.987454,3032.75361,3046.192814
767,3016.618519,3026.987454,3032.75361,3046.192814
768,3016.618519,3026.987454,3032.75361,3046.201141
769,3016.813367,3026.987454,3032.75361,3046.201141
770,3016.827478,3026.987454,3032.75361,3046.201141
771,3016.829832,3026.987454,3032.75361,3046.201141
772,3016.907296,3026.987454,3032.75361,3046.201141
773,3016.915703,3026.987454,3032.75361,3046.201141
774,3016.926316,3026.987454,3032.75361,3046.201141
775,3016.928325,3026.987454,3032.75361,3046.201141
776,3016.928325,3026.987454,3032.75361,3046.201141
777,3016.928325,3026.987454,3032.75361,3046.201141
778,3016.932902,3026.987454,3032.75361,3046.201141
779,3016.932923,3026.987454,3032.75361,3046.201141
780,3016.934898,3026.987454,3032.75361,3046.201141
781,3016.964785,3026.987454,3032.75361,3046.201141
782,3016.968497,3026.987454,3032.75361,3046.201141
783,3016.971468,3026.987454,3032.75361,3046.201141
784,3017.115552,3026.987454,3032.75361,3046.207349
785,3017.115552,3026.987454,3032.75361,3046.207349
786,3017.201822,3026.987454,3032.75361,3046.207349
787,3017.201822,3026.987454,3032.75361,3046.207349
788,3017.201822,3026.987454,3032.75361,3046.207349
789,3017.202126,3026.987454,3032.75361,3046.207349
790,3017.365323,3026.987454,3032.75361,3046.207349
791,3017.365323,3026.987454,3032.75361,3046.207349
792,3017.368479,3026.987454,3032.75361,3046.207349
793,3017.416126,3026.987454,3032.75361,3046.214939
794,3017.434578,3026.987454,3032.75361,3046.214939
795,3017.453676,3026.987454,3032.75361,3046.220584
796,3017.459397,3026.987454,3032.75361,3046.220584
797,3017.488504,3026.987454,3032.75361,3046.220584
798,3017.488504,3026.987454,3032.75361,3046.220584
799,3017.55372,3026.987454,3032.75361,3046.220584
800,3017.56996,3026.987454,3032.75361,3046.220584
801,3017.571828,3026.987454,3032.75361,3046.220584
802,3017.577759,3026.987454,3032.75361,3046.220584
803,3017.584317,3026.987454,3032.75361,3046.220584
804,3017.589784,3026.987454,3032.75361,3046.220584
805,3017.589784,3026.987454,3032.75361,3046.220584
806,3017.589784,3026.987454,3032.75361,3046.220584
807,3017.589784,3026.987454,3032.75361,3046.220584
808,3017.605063,3026.987454,3032.75361,3046.220584
809,3017.620809,3026.987454,3032.75361,3046.220584
810,3017.622818,3026.987454,3032.75361,3046.220584
811,3017.622818,3026.987454,3032.75361,3046.220584
812,3017.634913,3026.987454,3032.75361,3046.220584
813,3017.643,3026.987454,3032.75361,3046.220584
814,3017.686155,3026.987454,3032.75361,3046.220584
815,3017.686155,3026.987454,3032.75361,3046.220584
816,3017.686155,3026.987454,3032.75361,3046.220584
817,3017.729085,3026.987454,3032.75361,3046.220584
818,3017.729085,3026.987454,3032.75361,3046.220584
819,3017.738185,3026.987454,3032.75361,3046.220584
820,3017.742331,3026.987454,3032.75361,3046.220584
821,3017.742331,3026.987454,3032.75361,3046.220584
822,3017.746909,3026.987454,3032.75361,3046.220584
823,3017.749274,3026.987454,3032.75361,3046.220584
824,3017.752909,3026.987454,3032.75361,3046.220584
825,3017.752909,3026.987454,3032.75361,3046.220584
826,3017.756248,3026.987454,3032.75361,3046.220584
827,3017.898999,3026.987454,3032.75361,3046.220584
828,3017.902594,3026.987454,3032.75361,3046.220584
829,3017.903327,3026.987454,3032.75361,3046.231971
830,3017.947685,3026.987454,3032.75361,3046.231971
831,3017.947685,3026.987454,3032.75361,3046.231971
832,3018.077296,3026.987454,3032.75361,3046.231971
833,3018.077296,3026.987454,3032.75361,3046.231971
834,3018.08269,3026.987454,3032.75361,3046.231971
835,3018.08269,3026.987454,3032.75361,3046.231971
836,3018.085005,3026.987454,3032.75361,3046.231971
837,3018.087448,3026.987454,3032.75361,3046.231971
838,3018.092006,3026.987454,3032.75361,3046.231971
839,3018.09348,3026.987454,3032.75361,3046.231971
840,3018.233616,3026.987454,3032.75361,3046.231971
841,3018.28629,3026.987454,3032.75361,3046.231971
842,3018.295002,3026.987454,3032.75361,3046.231971
843,3018.296941,3026.987454,3032.75361,3046.231971
844,3018.297723,3026.987454,3032.75361,3046.231971
845,3018.297723,3026.987454,3032.75361,3046.231971
846,3018.476463,3026.987454,3032.75361,3046.231971
847,3018.842719,3026.987454,3032.75361,3046.231971
848,3018.851215,3026.987454,3032.75361,3046.231971
849,3018.855231,3026.987454,3032.75361,3046.231971
850,3019.055529,3026.987454,3032.75361,3046.231971
851,3019.058592,3026.987454,3032.75361,3046.231971
852,3019.058592,3026.987454,3032.75361,3046.231971
853,3019.065219,3026.987454,3033.126045,3046.231971
854,3019.065408,3026.987454,3033.126045,3046.241783
855,3019.198156,3026.987454,3033.126045,3046.241783
856,3019.199805,3026.987454,3033.126045,3046.241783
857,3019.200887,3026.987454,3033.126045,3046.241783
858,3019.214035,3026.987454,3033.192563,3046.25011
859,3019.214035,3026.987454,3033.263633,3046.25011
860,3019.214035,3026.987454,3033.263633,3046.25011
861,3019.214035,3026.987454,3033.263633,3046.25011
862,3019.214035,3026.987454,3033.263633,3046.25011
863,3019.224236,3026.987454,3033.263633,3046.25011
864,3019.224236,3026.987454,3033.45172,3046.25011
865,3019.226039,3026.987454,3033.45172,3046.25011
866,3019.226039,3026.987454,3033.45172,3046.25011
867,3019.228299,3026.987454,3033.45172,3046.25011
868,3019.231363,3026.987454,3033.45172,3046.25011
869,3019.460407,3026.987454,3033.45172,3046.25011
870,3019.476765,3026.987454,3033.45172,3046.25011
871,3019.476765,3026.987454,3033.45172,3046.25011
872,3019.509587,3026.987454,3033.45172,3046.25011
873,3019.692846,3026.987454,3033.45172,3046.25011
874,3019.692846,3026.987454,3033.461669,3046.25011
875,3019.692846,3026.987454,3033.461669,3046.25011
876,3019.692846,3026.987454,3033.461669,3046.25011
877,3019.763788,3026.987454,3033.461669,3046.25011
878,3019.769506,3026.987454,3033.468,3046.25011
879,3019.816269,3026.987454,3033.468,3046.25011
880,3019.816269,3026.987454,3033.468,3046.25011
881,3019.962994,3026.987454,3033.479437,3046.25011
882,3019.964289,3026.987454,3033.479437,3046.25011
883,3019.987982,3026.987454,3033.479437,3046.25011
884,3019.988162,3026.987454,3033.479437,3046.25011
885,3020.003693,3026.987454,3033.479437,3046.25011
886,3020.008817,3026.987454,3033.479437,3046.25011
887,3020.038282,3026.987454,3033.64584,3046.25011
888,3020.038282,3026.987454,3033.64584,3046.25011
889,3020.038696,3026.987454,3033.64584,3046.25011
890,3020.12102,3026.987454,3033.64584,3046.25011
891,3020.128253,3026.987454,3033.64584,3046.25011
892,3020.153051,3026.987454,3033.716284,3046.25011
893,3020.22831,3026.987454,3033.716284,3046.25011
894,3020.234586,3026.987454,3033.716284,3046.265553
895,3020.243033,3026.987454,3033.716284,3046.265553
896,3020.280055,3026.987454,3033.716284,3046.265553
897,3020.372073,3026.987454,3033.716284,3046.265553
898,3020.377963,3026.987454,3033.716284,3046.265553
899,3020.387549,3026.987454,3033.741545,3046.265553
900,3020.390694,3026.987454,3033.741545,3046.265553
901,3020.410578,3026.987454,3033.741545,3046.265553
902,3020.410578,3026.987454,3033.741545,3046.265553
903,3020.410578,3026.987454,3033.741545,3046.265553
904,3020.410578,3026.987454,3033.741545,3046.265553
905,3020.432291,3026.987454,3033.741545,3046.265553
906,3020.435112,3027.023084,3033.741545,3046.265553
907,3020.435743,3027.023084,3033.741545,3046.265553
908,3020.435743,3027.023084,3033.741545,3046.265553
909,3020.435743,3027.023084,3033.741545,3046.265553
910,3020.435743,3027.023084,3033.741545,3046.265553
911,3020.435743,3027.023084,3033.741545,3046.265553
912,3020.435743,3027.023084,3033.741545,3046.265553
913,3020.435743,3027.023084,3033.750119,3046.265553
914,3020.435743,3027.023084,3033.750119,3046.265553
915,3020.435743,3027.023084,3033.750119,3046.265553
916,3020.435743,3027.023084,3033.750119,3046.265553
917,3020.435743,3027.023084,3033.750119,3046.265553
918,3020.435743,3027.023084,3033.750119,3046.265553
919,3020.435743,3027.023084,3033.750119,3046.265553
920,3020.435743,3027.023084,3033.750119,3046.265553
921,3020.438438,3027.023084,3033.802703,3046.265553
922,3020.438438,3027.023084,3033.843166,3046.265553
923,3020.438438,3027.023084,3033.843166,3046.265553
924,3020.438438,3027.023084,3033.843166,3046.265553
925,3020.447335,3027.023084,3033.845197,3046.265553
926,3020.45682,3027.023084,3033.845197,3046.265553
927,3020.45682,3027.023084,3033.852273,3046.265553
928,3020.45682,3027.023084,3033.852273,3046.265553
929,3020.47825,3027.023084,3033.852273,3046.265553
930,3020.481654,3027.023084,3033.860542,3046.265553
931,3020.481654,3027.023084,3033.860542,3046.265553
932,3020.48589,3027.023084,3033.860542,3046.265553
933,3020.573839,3027.023084,3033.860542,3046.265553
934,3020.577189,3027.023084,3033.860542,3046.265553
935,3020.577189,3027.023084,3033.860542,3046.265553
936,3020.584005,3027.023084,3033.860542,3046.265553
937,3020.584005,3027.023084,3033.860542,3046.265553
938,3020.584005,3027.023084,3033.860542,3046.265553
939,3020.584005,3027.023084,3033.860542,3046.265553
940,3020.666454,3027.023084,3033.860542,3046.265553
941,3020.666671,3027.023084,3033.868221,3046.265553
942,3020.66945,3027.023084,3033.868221,3046.265553
943,3020.66945,3027.023084,3033.868221,3046.265553
944,3020.67606,3027.023084,3033.868221,3046.265553
945,3020.676251,3027.023084,3033.868221,3046.265553
946,3020.678518,3027.023084,3033.892755,3046.265553
947,3020.678518,3027.023084,3033.892755,3046.265553
948,3020.67913,3027.023084,3033.892755,3046.265553
949,3020.67913,3027.023084,3033.892755,3046.265553
950,3020.86095,3027.023084,3033.892755,3046.265553
951,3020.872014,3027.023084,3033.892755,3046.265553
952,3020.872014,3027.023084,3033.892755,3046.265553
953,3020.876382,3027.023084,3033.892755,3046.265553
954,3020.876382,3027.023084,3033.892755,3046.265553
955,3020.879077,3027.023084,3033.892755,3046.265553
956,3020.882739,3027.023084,3033.892755,3046.265553
957,3020.901434,3027.023084,3033.892755,3046.265553
958,3020.901434,3027.023084,3033.892755,3046.265553
959,3020.985985,3027.023084,3033.892755,3046.265553
960,3020.985985,3027.023084,3033.892755,3046.265553
961,3020.987253,3027.023084,3033.892755,3046.265553
962,3020.988012,3027.023084,3033.892755,3046.265553
963,3020.988012,3027.023084,3033.892755,3046.265553
964,3020.988012,3027.023084,3033.892755,3046.265553
965,3020.988012,3027.023084,3033.892755,3046.265553
966,3020.988594,3027.023084,3033.892755,3046.272436
967,3020.988594,3027.023084,3033.956396,3046.272436
968,3020.99508,3027.023084,3033.956396,3046.272436
969,3020.99508,3027.023084,3033.956396,3046.272436
970,3020.99508,3027.023084,3033.956396,3046.272436
971,3020.99508,3027.023084,3033.956396,3046.272436
972,3020.99508,3027.023084,3033.956396,3046.272436
973,3020.99863,3027.023084,3033.956396,3046.272436
974,3021.037269,3027.023084,3033.956396,3046.272436
975,3021.084389,3027.023084,3033.956396,3046.272436
976,3021.084389,3027.023084,3033.956396,3046.272436
977,3021.084389,3027.023084,3033.956396,3046.272436
978,3021.088065,3027.023084,3033.956396,3046.272436
979,3021.092617,3027.023084,3033.956396,3046.272436
980,3021.092814,3027.023084,3033.956396,3046.272436
981,3021.092814,3027.023084,3033.956396,3046.272436
982,3021.093562,3027.023084,3033.956396,3046.272436
983,3021.093562,3027.023084,3033.956396,3046.272436
984,3021.093562,3027.023084,3033.956396,3046.272436
985,3021.093562,3027.023084,3033.956396,3046.272436
986,3021.093562,3027.023084,3033.956396,3046.272436
987,3021.098041,3027.023084,3033.956396,3046.272436
988,3021.098041,3027.023084,3033.956396,3046.272436
989,3021.098041,3027.023084,3033.956396,3046.272436
990,3021.098041,3027.023084,3033.956396,3046.272436
991,3021.098041,3027.023084,3033.956396,3046.272436
992,3021.098041,3027.023084,3033.956396,3046.272436
993,3021.098041,3027.023084,3033.956396,3046.272436
994,3021.098041,3027.023084,3033.956396,3046.272436
995,3021.098041,3027.023084,3033.956396,3046.272436
996,3021.098041,3027.023084,3033.956396,3046.272436
997,3021.098041,3027.023084,3033.956396,3046.272436
998,3021.098041,3027.023084,3033.970319,3046.272436
999,3021.09824,3027.023084,3033.970319,3046.272436